diet_id,user_id,meal_type,food_items,calories_intake,meal_date
633,633,Lunch,"Mac and Cheese, Tom Yum Soup, Chicken Wrap, Bibimbap",1133,15-06-2025
634,634,Lunch,"Spaghetti Bolognese, Hot Dog, Burrito",354,18-05-2025
635,635,Lunch,"Rajma Chawal, Quesadilla, Pav Bhaji, Muesli",519,10-06-2025
636,636,Snack,"Pizza, Caesar Salad",555,07-06-2025
637,637,Lunch,"Aloo Paratha, Pav Bhaji, Grilled Chicken, Veg Sandwich, Fruit Salad",873,13-06-2025
638,638,Snack,"Poha, Pav Bhaji, Coffee",336,30-05-2025
639,639,Lunch,"Rajma Chawal, Ramen",606,05-06-2025
640,640,Snack,"Pizza, Spaghetti Bolognese, Burrito, Burger, Lamb Chops",1017,08-06-2025
641,641,Dinner,"Greek Salad, Pav Bhaji, Chicken Curry",573,31-05-2025
642,642,Lunch,"Dal Tadka, Manchurian, Pasta Alfredo, Rajma Chawal",633,07-06-2025
643,643,Lunch,"Chole Bhature, French Fries, Mutton Rogan Josh, Fruit Salad, Omelette",912,23-05-2025
644,644,Lunch,"Scrambled Egg, Porridge",141,18-05-2025
645,645,Lunch,"Coffee, Palak Paneer",233,23-05-2025
646,646,Breakfast,"Tacos, Lamb Chops, Pad Thai",946,15-06-2025
647,647,Breakfast,"Greek Salad, Chole Bhature, Poha, Sushi, Pho",305,29-05-2025
648,648,Dinner,"Rajma Chawal, Pizza, Beef Steak",810,12-06-2025
649,649,Snack,"Paneer Butter Masala, Cereal",1007,15-06-2025
650,650,Lunch,"Tempura, French Fries",1043,13-06-2025
651,651,Breakfast,"Green Tea, Upma, Masala Dosa, Manchurian",171,02-06-2025
652,652,Lunch,"Buttermilk, Mac and Cheese",1014,25-05-2025
653,653,Dinner,"Masala Dosa, Chicken Curry, Sushi, Boiled Egg, Protein Shake",1186,04-06-2025
654,654,Lunch,"Ramen, Fried Rice, Spring Rolls, Sushi, Scrambled Egg",832,09-06-2025
655,655,Lunch,"Omelette, French Fries, Green Curry, Mutton Rogan Josh, Spaghetti Bolognese",122,07-06-2025
656,656,Dinner,"Ramen, Rajma Chawal, Yogurt, Biryani",381,17-05-2025
657,657,Snack,"Tempura, Boiled Egg, Fruit Salad, Nachos",639,18-05-2025
658,658,Breakfast,"Palak Paneer, Vada, Boiled Egg, Hot Dog, Omelette",540,17-05-2025
659,659,Snack,"Paneer Butter Masala, Chicken Curry, Fruit Salad",140,24-05-2025
660,660,Snack,"Beef Steak, Muesli",286,28-05-2025
661,661,Breakfast,"Bibimbap, Milkshake, Pad Thai",195,28-05-2025
662,662,Dinner,"Mutton Rogan Josh, Dal Tadka, Vada, Grilled Chicken",1142,08-06-2025
663,663,Breakfast,"Caesar Salad, Nachos",474,08-06-2025
664,664,Breakfast,"Manchurian, Buttermilk, Lassi, Beef Steak",1197,25-05-2025
665,665,Dinner,"Tandoori Chicken, Quesadilla, Chicken Wrap",906,27-05-2025
666,666,Lunch,"Porridge, Pasta Alfredo, Protein Shake, Fruit Salad, Yogurt",600,12-06-2025
667,667,Snack,"Burger, Grilled Chicken, Bibimbap",882,06-06-2025
668,668,Lunch,"Caesar Salad, Pad Thai, Vada, Protein Shake, Smoothie Bowl",1036,17-05-2025
669,669,Snack,"Lassi, Muesli",475,26-05-2025
670,670,Lunch,"Muesli, Sambar Rice",1070,10-06-2025
671,671,Breakfast,"Aloo Paratha, Chicken Wrap, Buttermilk",1074,02-06-2025
672,672,Dinner,"Palak Paneer, Hakka Noodles, Aloo Paratha",778,23-05-2025
673,673,Lunch,"Lassi, Mac and Cheese",749,29-05-2025
674,674,Snack,"Lassi, Kadhi Pakora, Buttermilk, Rajma Chawal, Chole Bhature",950,06-06-2025
675,675,Lunch,"Lassi, Nachos, Biryani",1047,22-05-2025
676,676,Dinner,"Muesli, Lassi",267,24-05-2025
677,677,Snack,"Pav Bhaji, Manchurian, Tandoori Chicken, Chole Bhature",847,11-06-2025
678,678,Snack,"Manchurian, Nachos, Smoothie Bowl, Biryani, Aloo Paratha",1013,28-05-2025
679,679,Lunch,"Quesadilla, Beef Steak, Butter Naan, Spaghetti Bolognese",1163,29-05-2025
680,680,Dinner,"Veg Sandwich, Porridge, Burrito, Lemon Rice, Aloo Paratha",597,15-06-2025
681,681,Breakfast,"Spring Rolls, Fish and Chips, Ramen, Lamb Chops",859,14-06-2025
682,682,Lunch,"Burrito, Fruit Salad, Burger",229,26-05-2025
683,683,Lunch,"Sushi, Upma, Coffee, Veg Sandwich, Green Curry",250,17-05-2025
684,684,Dinner,"Poha, Green Curry",231,22-05-2025
685,685,Snack,"Milkshake, Paneer Butter Masala, Ramen, Veg Sandwich, Boiled Egg",1145,15-06-2025
686,686,Lunch,"Spaghetti Bolognese, Grilled Chicken",983,07-06-2025
687,687,Dinner,"Sushi, Aloo Paratha, Veg Sandwich",960,23-05-2025
688,688,Lunch,"Sambar Rice, Pasta Alfredo, Upma",425,13-06-2025
689,689,Lunch,"Porridge, Scrambled Egg, Pasta Alfredo, Chole Bhature, Chicken Wrap",648,12-06-2025
690,690,Breakfast,"Green Curry, Milkshake, Porridge, Tom Yum Soup, Sushi",151,07-06-2025
691,691,Breakfast,"Grilled Chicken, Tacos, Mutton Rogan Josh, Idli, Cereal",366,17-05-2025
692,692,Lunch,"Muesli, Bibimbap, Ramen, Chicken Wrap, Upma",566,01-06-2025
693,693,Snack,"Pho, Butter Naan",573,23-05-2025
694,694,Breakfast,"Ramen, Omelette",1042,24-05-2025
695,695,Snack,"Idli, Smoothie Bowl, Buttermilk, Beef Steak, Poha",474,28-05-2025
696,696,Breakfast,"Lassi, Spring Rolls, Dal Tadka, Chole Bhature, Green Tea",358,29-05-2025
697,697,Breakfast,"Pad Thai, Pizza, Pasta Alfredo",634,12-06-2025
698,698,Lunch,"Pad Thai, Quesadilla, Bibimbap, Fish and Chips",594,28-05-2025
699,699,Lunch,"Tandoori Chicken, Buttermilk, Quesadilla",577,21-05-2025
700,700,Lunch,"Rajma Chawal, Paneer Butter Masala, Burger, Chole Bhature",1200,21-05-2025
701,701,Lunch,"Omelette, Scrambled Egg, Poha, Spring Rolls, Hot Dog",803,30-05-2025
702,702,Snack,"Tempura, Protein Shake",741,25-05-2025
703,703,Lunch,"Sambar Rice, Spring Rolls, Pav Bhaji, Butter Naan, Porridge",286,11-06-2025
704,704,Snack,"Greek Salad, Caesar Salad, Burrito, Dal Tadka, Yogurt",365,04-06-2025
705,705,Lunch,"Lassi, Fried Rice, French Fries, Pho",1055,07-06-2025
706,706,Breakfast,"Lemon Rice, Tempura",403,22-05-2025
707,707,Snack,"Smoothie Bowl, Boiled Egg",560,03-06-2025
708,708,Lunch,"Pav Bhaji, Smoothie Bowl, Masala Dosa, Pizza",406,06-06-2025
709,709,Lunch,"Bibimbap, Tandoori Chicken, Porridge",421,18-05-2025
710,710,Breakfast,"Sambar Rice, Muesli, Fried Rice, Tandoori Chicken",274,28-05-2025
711,711,Snack,"Lamb Chops, Poha, Porridge",317,06-06-2025
712,712,Snack,"Fish and Chips, Yogurt",348,21-05-2025
713,713,Dinner,"Chicken Wrap, Butter Naan",933,14-06-2025
714,714,Snack,"Muesli, Beef Steak, Grilled Chicken",724,23-05-2025
715,715,Snack,"Green Tea, Tom Yum Soup, Quesadilla, Chole Bhature, Lassi",766,20-05-2025
716,716,Snack,"Grilled Chicken, Manchurian, Pizza, Upma, Protein Shake",1155,06-06-2025
717,717,Lunch,"Beef Steak, Pizza, Coffee, Spring Rolls",949,15-06-2025
718,718,Snack,"Lamb Chops, Caesar Salad, Biryani, Pad Thai, Sambar Rice",531,09-06-2025
719,719,Lunch,"Ramen, Manchurian",833,01-06-2025
720,720,Lunch,"Muesli, Scrambled Egg, Quesadilla, Pho",567,26-05-2025
721,721,Dinner,"Dal Tadka, Palak Paneer, Masala Dosa, Paneer Butter Masala, Butter Naan",402,23-05-2025
722,722,Dinner,"Mutton Rogan Josh, Omelette, Paneer Butter Masala, Milkshake",293,18-05-2025
723,723,Dinner,"Fried Rice, Paneer Butter Masala, Aloo Paratha",367,23-05-2025
724,724,Lunch,"Hakka Noodles, Omelette, Sushi, Boiled Egg, Burger",805,04-06-2025
725,725,Lunch,"Hakka Noodles, Yogurt, Ramen, Chicken Wrap, Protein Shake",355,24-05-2025
726,726,Dinner,"Lamb Chops, Aloo Paratha",417,15-06-2025
727,727,Breakfast,"Pasta Alfredo, Hot Dog",158,21-05-2025
728,728,Lunch,"French Fries, Yogurt, Pasta Alfredo",836,24-05-2025
729,729,Lunch,"Idli, Coffee, Hot Dog",189,29-05-2025
730,730,Snack,"Burger, Beef Steak, Green Tea, Burrito, Yogurt",138,14-06-2025
731,731,Snack,"Pizza, Grilled Chicken, Mac and Cheese",1032,27-05-2025
732,732,Dinner,"Greek Salad, Paneer Butter Masala, Fish and Chips, Biryani, Upma",336,22-05-2025
733,733,Snack,"Pav Bhaji, Milkshake, Tandoori Chicken, Muesli, Sushi",779,07-06-2025
734,734,Lunch,"Pad Thai, Yogurt, Coffee, Biryani, Pav Bhaji",972,19-05-2025
735,735,Snack,"Ramen, Boiled Egg, French Fries",442,31-05-2025
736,736,Lunch,"Tandoori Chicken, Pho, Green Tea, Coffee, Buttermilk",570,23-05-2025
737,737,Lunch,"Sambar Rice, Bibimbap, Butter Naan, Boiled Egg, Pizza",991,15-06-2025
738,738,Snack,"Biryani, Quesadilla",113,30-05-2025
739,739,Dinner,"Cereal, Chole Bhature, Green Curry, Dal Tadka",145,01-06-2025
740,740,Lunch,"Dal Tadka, Butter Naan, Coffee, Poha",839,14-06-2025
741,741,Lunch,"Pizza, Rajma Chawal, Sambar Rice, Veg Sandwich",517,05-06-2025
742,742,Breakfast,"Manchurian, Veg Sandwich, Chicken Wrap",751,15-06-2025
743,743,Lunch,"Omelette, Pizza",132,29-05-2025
744,744,Dinner,"Butter Naan, Caesar Salad, Buttermilk, Chicken Curry, Porridge",267,12-06-2025
745,745,Lunch,"Pav Bhaji, Grilled Chicken, Green Curry",263,30-05-2025
746,746,Breakfast,"Masala Dosa, Burrito, Muesli, Mutton Rogan Josh, Lemon Rice",1147,25-05-2025
747,747,Lunch,"Fried Rice, Porridge, Vada",143,14-06-2025
748,748,Breakfast,"Buttermilk, Fruit Salad, Beef Steak",803,04-06-2025
749,749,Lunch,"Sambar Rice, Cereal",127,21-05-2025
750,750,Lunch,"Chicken Wrap, Fried Rice",706,03-06-2025
751,751,Lunch,"Chicken Curry, Pizza",1200,06-06-2025
752,752,Breakfast,"Vada, Bibimbap, Boiled Egg, Sushi",118,21-05-2025
753,753,Breakfast,"Butter Naan, Fruit Salad, Sambar Rice, Lamb Chops",998,31-05-2025
754,754,Dinner,"Grilled Chicken, Beef Steak, Coffee, Chicken Wrap",830,30-05-2025
755,755,Snack,"Chicken Curry, Green Tea",1108,22-05-2025
756,756,Breakfast,"Spaghetti Bolognese, Lemon Rice, Manchurian, Beef Steak, Protein Shake",862,06-06-2025
757,757,Dinner,"Pho, Palak Paneer",349,31-05-2025
758,758,Snack,"Poha, Porridge, Fish and Chips",198,03-06-2025
759,759,Breakfast,"Beef Steak, Sambar Rice, Butter Naan",938,02-06-2025
760,760,Breakfast,"Chole Bhature, Grilled Chicken, Vada, Spring Rolls",413,04-06-2025
761,761,Breakfast,"Tandoori Chicken, Green Tea, Nachos, Spaghetti Bolognese, Tacos",186,09-06-2025
762,762,Lunch,"Porridge, Protein Shake",462,31-05-2025
763,763,Snack,"Coffee, Cereal",106,14-06-2025
764,764,Dinner,"Greek Salad, Burrito, Nachos",707,13-06-2025
765,765,Dinner,"Burger, Milkshake, Tom Yum Soup, Fruit Salad, French Fries",717,30-05-2025
766,766,Breakfast,"Spring Rolls, Fish and Chips, French Fries",1082,20-05-2025
767,767,Snack,"Boiled Egg, Hot Dog, Tom Yum Soup, Fried Rice, Mac and Cheese",371,31-05-2025
768,768,Dinner,"Boiled Egg, Buttermilk, Aloo Paratha",679,28-05-2025
769,769,Lunch,"Porridge, Hot Dog",175,12-06-2025
770,770,Dinner,"Pad Thai, Fruit Salad, Smoothie Bowl, Mac and Cheese, Pizza",346,26-05-2025
771,771,Dinner,"Burrito, Burger, Rajma Chawal, Fruit Salad",437,18-05-2025
772,772,Lunch,"Masala Dosa, Sushi",746,22-05-2025
773,773,Breakfast,"Poha, Hot Dog",158,12-06-2025
774,774,Lunch,"Chicken Curry, Grilled Chicken, Buttermilk",170,20-05-2025
775,775,Breakfast,"Spring Rolls, Tom Yum Soup, Cereal",553,13-06-2025
776,776,Dinner,"Spaghetti Bolognese, Milkshake",816,29-05-2025
777,777,Lunch,"Fried Rice, Tandoori Chicken, Milkshake",896,02-06-2025
778,778,Snack,"Idli, Sambar Rice, Sushi, Chicken Wrap, Fish and Chips",164,08-06-2025
779,779,Lunch,"Butter Naan, Green Tea, Hot Dog",1148,12-06-2025
780,780,Snack,"Grilled Chicken, Tacos",782,20-05-2025
781,781,Dinner,"Lemon Rice, Hakka Noodles",160,03-06-2025
782,782,Lunch,"Protein Shake, Masala Dosa, Palak Paneer, Greek Salad",1132,22-05-2025
783,783,Dinner,"Aloo Paratha, Chicken Curry, Manchurian, Nachos",523,14-06-2025
784,784,Dinner,"Palak Paneer, Protein Shake, Paneer Butter Masala",1089,09-06-2025
785,785,Dinner,"Green Curry, Boiled Egg",191,24-05-2025
786,786,Dinner,"Aloo Paratha, Fruit Salad, Boiled Egg, Green Curry",162,27-05-2025
787,787,Breakfast,"Quesadilla, Dal Tadka, Palak Paneer",801,15-06-2025
788,788,Breakfast,"Aloo Paratha, Upma, Lassi, Biryani",1087,14-06-2025
789,789,Lunch,"Hot Dog, Spaghetti Bolognese, Tom Yum Soup, Boiled Egg",611,09-06-2025
790,790,Lunch,"Bibimbap, Greek Salad, Manchurian, Smoothie Bowl",1070,18-05-2025
791,791,Breakfast,"Ramen, Tom Yum Soup, Veg Sandwich, Spring Rolls, Caesar Salad",896,23-05-2025
792,792,Lunch,"Hakka Noodles, Nachos, Hot Dog, Chicken Wrap, Pizza",592,04-06-2025
793,793,Lunch,"Paneer Butter Masala, Spring Rolls, Tom Yum Soup, Pav Bhaji, Lassi",591,23-05-2025
794,794,Breakfast,"Poha, Lamb Chops, Idli, Mutton Rogan Josh, Pasta Alfredo",229,01-06-2025
795,795,Snack,"Aloo Paratha, Tom Yum Soup",519,17-05-2025
796,796,Breakfast,"Chole Bhature, Pho",602,30-05-2025
797,797,Breakfast,"Pav Bhaji, Grilled Chicken, Pad Thai, Protein Shake",572,31-05-2025
798,798,Dinner,"Sambar Rice, Mac and Cheese, Coffee",1134,10-06-2025
799,799,Snack,"Palak Paneer, Cereal",300,27-05-2025
800,800,Snack,"Green Tea, Coffee",1158,13-06-2025
801,801,Snack,"Chole Bhature, Fruit Salad, Green Tea, Tom Yum Soup, Tacos",125,24-05-2025
802,802,Dinner,"Manchurian, Palak Paneer",1043,17-05-2025
803,803,Lunch,"Tacos, Bibimbap",911,30-05-2025
804,804,Snack,"Chole Bhature, Buttermilk, Pizza",575,22-05-2025
805,805,Breakfast,"Sambar Rice, Pizza",1047,14-06-2025
806,806,Dinner,"Nachos, Poha, Burger, Lassi, Tempura",573,10-06-2025
807,807,Breakfast,"Chole Bhature, Chicken Wrap, Omelette, Idli",1137,14-06-2025
808,808,Breakfast,"Butter Naan, Fried Rice, Milkshake, Muesli, Caesar Salad",1089,23-05-2025
809,809,Dinner,"Scrambled Egg, Grilled Chicken, Porridge, Veg Sandwich",918,12-06-2025
810,810,Dinner,"Mac and Cheese, Sambar Rice, Burger, Scrambled Egg",142,13-06-2025
811,811,Lunch,"Dal Tadka, Grilled Chicken",619,25-05-2025
812,812,Lunch,"Pizza, Chicken Wrap, Chole Bhature, Mutton Rogan Josh",672,10-06-2025
813,813,Snack,"Biryani, Hot Dog",1138,28-05-2025
814,814,Snack,"Tom Yum Soup, Nachos, Green Tea, Manchurian",797,22-05-2025
815,815,Breakfast,"Lamb Chops, Lemon Rice",497,06-06-2025
816,816,Dinner,"Yogurt, Masala Dosa, Spring Rolls",542,27-05-2025
817,817,Snack,"Scrambled Egg, Smoothie Bowl, Green Curry, Pho, Green Tea",128,26-05-2025
818,818,Lunch,"Spaghetti Bolognese, Chole Bhature, Porridge",337,05-06-2025
819,819,Snack,"Green Curry, Muesli, Tom Yum Soup, Veg Sandwich",345,05-06-2025
820,820,Dinner,"Lemon Rice, Coffee, Cereal, Scrambled Egg, Sushi",378,17-05-2025
821,821,Snack,"Greek Salad, Masala Dosa, Chicken Curry",705,17-05-2025
822,822,Snack,"Chicken Wrap, Green Tea, Lamb Chops",873,02-06-2025
823,823,Lunch,"Spaghetti Bolognese, Mac and Cheese",1054,19-05-2025
824,824,Dinner,"Quesadilla, Sushi, Spring Rolls, Veg Sandwich",1181,20-05-2025
825,825,Breakfast,"Hakka Noodles, Green Tea, Buttermilk, Masala Dosa",754,14-06-2025
826,826,Snack,"Chicken Curry, Coffee, Muesli, Butter Naan, Palak Paneer",238,14-06-2025
827,827,Lunch,"Boiled Egg, Manchurian, Muesli, Chole Bhature, Milkshake",606,07-06-2025
828,828,Lunch,"Idli, French Fries, Kadhi Pakora, Greek Salad, Muesli",259,13-06-2025
829,829,Breakfast,"Coffee, Palak Paneer, Chicken Wrap, Tom Yum Soup",715,06-06-2025
830,830,Snack,"Burrito, Sushi, Pho, Ramen, Masala Dosa",648,13-06-2025
831,831,Dinner,"Cereal, Pad Thai, Bibimbap",788,17-05-2025
832,832,Lunch,"Chicken Curry, Rajma Chawal, Kadhi Pakora",683,28-05-2025
833,833,Breakfast,"Idli, Nachos, Vada",758,27-05-2025
834,834,Dinner,"Protein Shake, Chicken Curry, Aloo Paratha, Green Curry",850,27-05-2025
835,835,Lunch,"Spaghetti Bolognese, Yogurt, Beef Steak, Biryani, Lassi",529,25-05-2025
836,836,Lunch,"Greek Salad, Nachos, Tom Yum Soup",172,26-05-2025
837,837,Breakfast,"Scrambled Egg, Quesadilla, Biryani, Lamb Chops",128,08-06-2025
838,838,Dinner,"Yogurt, Pav Bhaji",354,14-06-2025
839,839,Lunch,"Grilled Chicken, Hakka Noodles",414,13-06-2025
840,840,Breakfast,"Poha, Burger, Burrito, Butter Naan, Cereal",827,28-05-2025
841,841,Dinner,"Buttermilk, Kadhi Pakora, Palak Paneer",368,04-06-2025
842,842,Lunch,"Kadhi Pakora, Mac and Cheese",1191,23-05-2025
843,843,Lunch,"Beef Steak, Muesli, Pasta Alfredo, Grilled Chicken",202,26-05-2025
844,844,Lunch,"Lamb Chops, Chicken Curry, Spring Rolls, Caesar Salad",361,13-06-2025
845,845,Dinner,"Pav Bhaji, Paneer Butter Masala, Poha, Mutton Rogan Josh",331,02-06-2025
846,846,Dinner,"Milkshake, Fried Rice, Manchurian, Dal Tadka",232,19-05-2025
847,847,Snack,"Green Tea, Kadhi Pakora, Chicken Wrap, Smoothie Bowl, Bibimbap",403,31-05-2025
848,848,Snack,"Caesar Salad, Vada, Tom Yum Soup, Nachos",663,09-06-2025
849,849,Dinner,"Pad Thai, Hot Dog",880,06-06-2025
850,850,Dinner,"Dal Tadka, Boiled Egg, Kadhi Pakora, Upma",456,20-05-2025
851,851,Dinner,"Tom Yum Soup, Tempura",614,28-05-2025
852,852,Snack,"Cereal, Poha, Pho",159,26-05-2025
853,853,Lunch,"Sambar Rice, Biryani, Beef Steak",588,23-05-2025
854,854,Dinner,"Bibimbap, Upma, Masala Dosa",713,24-05-2025
855,855,Breakfast,"Cereal, Fruit Salad",360,11-06-2025
856,856,Lunch,"Green Tea, Scrambled Egg",409,02-06-2025
857,857,Snack,"Protein Shake, Mac and Cheese",950,10-06-2025
858,858,Snack,"Nachos, Upma",125,28-05-2025
859,859,Breakfast,"Aloo Paratha, Green Tea, Masala Dosa",280,11-06-2025
860,860,Lunch,"Upma, Protein Shake, Pav Bhaji, Green Tea",366,17-05-2025
861,861,Breakfast,"Vada, Muesli, Manchurian, Scrambled Egg",625,27-05-2025
862,862,Dinner,"Bibimbap, Muesli, Ramen",1087,22-05-2025
863,863,Lunch,"Protein Shake, French Fries, Pasta Alfredo",389,25-05-2025
864,864,Breakfast,"Pad Thai, Tempura, Beef Steak, Yogurt, Muesli",435,08-06-2025
865,865,Dinner,"Cereal, Spaghetti Bolognese, Pad Thai, Nachos",382,22-05-2025
866,866,Snack,"Cereal, Chole Bhature, Buttermilk, Vada",774,12-06-2025
867,867,Breakfast,"Mutton Rogan Josh, Tempura",949,03-06-2025
868,868,Dinner,"Upma, Tempura, Biryani, Hot Dog, Yogurt",1121,12-06-2025
869,869,Breakfast,"Hot Dog, Manchurian, Paneer Butter Masala",159,17-05-2025
870,870,Lunch,"Lassi, Greek Salad, Pasta Alfredo, Yogurt, Tacos",462,18-05-2025
871,871,Breakfast,"Lemon Rice, Poha, Pho, Chicken Wrap, Pasta Alfredo",530,17-05-2025
872,872,Dinner,"Pho, Spring Rolls, Yogurt, Burrito",1186,15-06-2025
873,873,Snack,"Mutton Rogan Josh, Lassi",1015,31-05-2025
874,874,Lunch,"Tandoori Chicken, Veg Sandwich, Fruit Salad, Aloo Paratha, Scrambled Egg",791,18-05-2025
875,875,Dinner,"Boiled Egg, Lamb Chops, Aloo Paratha, Lemon Rice",754,25-05-2025
876,876,Lunch,"Manchurian, Beef Steak, Poha, Yogurt, Green Curry",1143,27-05-2025
877,877,Snack,"Sambar Rice, Buttermilk, Tom Yum Soup",130,24-05-2025
878,878,Lunch,"Omelette, Tacos, Porridge, Pad Thai, Ramen",521,26-05-2025
879,879,Breakfast,"Fruit Salad, Idli",1192,24-05-2025
880,880,Lunch,"Muesli, Kadhi Pakora, Spring Rolls",951,24-05-2025
881,881,Dinner,"Pho, Fruit Salad, Chole Bhature",587,29-05-2025
882,882,Lunch,"Fish and Chips, Dal Tadka",918,20-05-2025
883,883,Breakfast,"Tandoori Chicken, Tempura, Paneer Butter Masala, Manchurian",416,03-06-2025
884,884,Lunch,"Caesar Salad, Milkshake, Buttermilk, Idli, Spring Rolls",504,10-06-2025
885,885,Lunch,"French Fries, Lemon Rice, Tom Yum Soup, Fish and Chips, Omelette",170,22-05-2025
886,886,Dinner,"Hakka Noodles, Chicken Wrap",152,05-06-2025
887,887,Breakfast,"Rajma Chawal, Idli",767,06-06-2025
888,888,Snack,"Cereal, Milkshake, Tacos",436,26-05-2025
889,889,Snack,"Spring Rolls, Sushi, Biryani, Pho, Pizza",395,28-05-2025
890,890,Lunch,"Hot Dog, Fried Rice",1075,21-05-2025
891,891,Breakfast,"Tacos, Tempura, Hakka Noodles, Vada",1039,04-06-2025
892,892,Lunch,"Paneer Butter Masala, Hakka Noodles, Burrito, Caesar Salad",968,15-06-2025
893,893,Breakfast,"Biryani, Pad Thai, Fish and Chips",764,09-06-2025
894,894,Breakfast,"Porridge, Fried Rice",496,23-05-2025
895,895,Lunch,"Omelette, Quesadilla, Lemon Rice, Manchurian",827,29-05-2025
896,896,Lunch,"Sambar Rice, Poha, Mutton Rogan Josh, Beef Steak, Grilled Chicken",1045,01-06-2025
897,897,Snack,"Burger, Mac and Cheese, Pizza, Poha, Fruit Salad",248,25-05-2025
898,898,Snack,"Mutton Rogan Josh, Boiled Egg",521,14-06-2025
899,899,Dinner,"Mutton Rogan Josh, Hakka Noodles, Veg Sandwich",896,12-06-2025
900,900,Dinner,"Coffee, Dal Tadka, Grilled Chicken, Smoothie Bowl, Tacos",1184,30-05-2025
901,901,Snack,"Nachos, Burrito, Coffee, Hakka Noodles",230,23-05-2025
902,902,Lunch,"Fried Rice, Manchurian",647,08-06-2025
903,903,Snack,"Sambar Rice, Lassi, Quesadilla",372,01-06-2025
904,904,Lunch,"Caesar Salad, Idli, Lemon Rice, Veg Sandwich, Poha",893,07-06-2025
905,905,Dinner,"Tom Yum Soup, Burger, Pho",567,12-06-2025
906,906,Breakfast,"Lassi, Vada",1135,15-06-2025
907,907,Snack,"Hakka Noodles, Tandoori Chicken, Hot Dog, Muesli",119,09-06-2025
908,908,Dinner,"Omelette, Green Tea",637,23-05-2025
909,909,Dinner,"Masala Dosa, Cereal, Green Tea, Protein Shake",252,02-06-2025
910,910,Snack,"Bibimbap, Pho, Chole Bhature",540,07-06-2025
911,911,Lunch,"Cereal, Fish and Chips",575,22-05-2025
912,912,Breakfast,"Fish and Chips, Rajma Chawal, Bibimbap, Sushi, Mac and Cheese",604,15-06-2025
913,913,Breakfast,"Quesadilla, Green Tea, Butter Naan, Paneer Butter Masala, Tandoori Chicken",1091,25-05-2025
914,914,Breakfast,"Upma, Omelette",728,11-06-2025
915,915,Dinner,"Upma, Pav Bhaji",166,17-05-2025
916,916,Breakfast,"Caesar Salad, Paneer Butter Masala, Tom Yum Soup, Vada, Quesadilla",133,19-05-2025
917,917,Breakfast,"Porridge, Pasta Alfredo, Greek Salad",1172,17-05-2025
918,918,Lunch,"Hot Dog, Lassi, Nachos",431,19-05-2025
919,919,Snack,"Boiled Egg, Masala Dosa",893,19-05-2025
920,920,Breakfast,"Lamb Chops, Upma",694,19-05-2025
921,921,Dinner,"Buttermilk, Coffee",927,07-06-2025
922,922,Breakfast,"Burger, Aloo Paratha",317,13-06-2025
923,923,Breakfast,"Masala Dosa, Hakka Noodles, Ramen, Green Curry",1115,09-06-2025
924,924,Dinner,"Nachos, Biryani, Mac and Cheese",881,10-06-2025
925,925,Lunch,"Upma, Butter Naan, Buttermilk, Masala Dosa",506,09-06-2025
926,926,Lunch,"Lemon Rice, Sushi, Tom Yum Soup",304,22-05-2025
927,927,Lunch,"Hakka Noodles, Yogurt, Aloo Paratha",201,28-05-2025
928,928,Dinner,"Fried Rice, Butter Naan, Nachos",1110,18-05-2025
929,929,Snack,"Pizza, Fried Rice, Green Curry, Cereal",853,22-05-2025
930,930,Snack,"Nachos, Burger, Idli, Sushi, Quesadilla",979,22-05-2025
931,931,Lunch,"Green Tea, Lemon Rice",984,30-05-2025
932,932,Lunch,"Sambar Rice, Tacos",602,13-06-2025
933,933,Lunch,"Hakka Noodles, Lassi",1065,27-05-2025
934,934,Lunch,"Tempura, Chicken Wrap, Spring Rolls, Smoothie Bowl, Pasta Alfredo",1032,06-06-2025
935,935,Lunch,"Scrambled Egg, Caesar Salad",719,05-06-2025
936,936,Snack,"Muesli, Yogurt, Milkshake, Nachos",326,26-05-2025
937,937,Dinner,"Cereal, Chole Bhature, Bibimbap",1148,18-05-2025
938,938,Snack,"Fried Rice, Kadhi Pakora, French Fries, Omelette, Quesadilla",110,23-05-2025
939,939,Snack,"Protein Shake, Palak Paneer, Burger, Greek Salad, Buttermilk",371,23-05-2025
940,940,Snack,"Omelette, Hakka Noodles, Tempura, Pasta Alfredo",681,01-06-2025
941,941,Dinner,"Ramen, Spaghetti Bolognese, Pasta Alfredo, Lamb Chops",230,26-05-2025
942,942,Snack,"Buttermilk, Manchurian, Rajma Chawal",583,05-06-2025
943,943,Lunch,"Grilled Chicken, Milkshake, Lamb Chops, Omelette",1064,04-06-2025
944,944,Breakfast,"Coffee, Bibimbap, Palak Paneer, Mutton Rogan Josh, Lamb Chops",1195,20-05-2025
945,945,Snack,"Fried Rice, Beef Steak",1195,11-06-2025
946,946,Snack,"Spring Rolls, Vada, Hot Dog, Tom Yum Soup, Burrito",1016,29-05-2025
947,947,Lunch,"Rajma Chawal, Butter Naan",1036,23-05-2025
948,948,Lunch,"Masala Dosa, Lemon Rice, Kadhi Pakora, Grilled Chicken",1051,18-05-2025
949,949,Snack,"Pav Bhaji, Quesadilla, Lemon Rice, Mac and Cheese, Dal Tadka",107,31-05-2025
950,950,Snack,"Pizza, Lamb Chops, Boiled Egg",305,20-05-2025
951,951,Lunch,"Lemon Rice, Upma, Manchurian, Burger",968,08-06-2025
